what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824398557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824398584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824399297
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824410472
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333824416546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824416601
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1333824416621
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1333824416621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824422630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824431270
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824435236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824440827
executed,command,it.baeyens.avreclipse.ui,4.0.6,"it.baeyens.avreclipse.commands.uploadproject",1333824440837
activated,view,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.views.SearchView",1333824450932
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333824453157
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824468429
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824511327
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1333824511350
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333824523685
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333824523801
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824525968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824532635
executed,command,it.baeyens.avreclipse.ui,4.0.6,"it.baeyens.avreclipse.commands.uploadproject",1333824532641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824535613
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824562704
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824568034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824574989
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333824578318
