what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824906552
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824914474
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333824924214
opened,view,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui.repository.RepositoriesView",1333824928401
opened,view,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui.GenericHistoryView",1333824928449
activated,perspective,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui.svnPerspective",1333824928461
activated,view,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui.repository.RepositoriesView",1333824928470
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.17,"org.tigris.subversion.clientadapter.javahl",1333824932328
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.15,"org.tigris.subversion.clientadapter.svnkit",1333824932331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824947473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824951105
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824951175
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824957573
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824957891
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824964853
activated,perspective,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.CPerspective",1333824968666
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333824968677
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824978013
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333824981007
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333824989761
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333824989852
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1333824990003
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333825004080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333825020530
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1333825020546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333825026710
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333825029591
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333825036191
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333825067523
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1333825156923
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333825160368
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333825169975
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333825174241
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333825176100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333825178948
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1333825183260
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333825243793
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1333825243860
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1333825250979
